,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,negLogP,signif
ENSMUSG00000109708,12.167659387023,-1.68352207861436,0.585118631423703,-2.87723204868394,0.00401180461837886,0.0358712101997543,1.44525397112974,TRUE
ENSMUSG00000109731,5.86382223851077,-3.00522926530322,1.01793850866475,-2.95226994530863,0.00315447028301323,0.0303529800607495,1.51779866338926,TRUE
ENSMUSG00000109781,12.7166952146106,-1.88406875329515,0.567124123908191,-3.3221453185796,0.000893281579719483,0.0119431265655083,1.92288196530064,TRUE
ENSMUSG00000109784,9.51454910593474,-1.8490204293518,0.608048797046941,-3.04090796385386,0.0023586591677994,0.0246176520506617,1.60875337098503,TRUE
ENSMUSG00000109829,60.0218730123317,-0.881482399217019,0.250621696263006,-3.51718311846386,0.000436152775752886,0.00691760062289447,2.16004451492644,TRUE
ENSMUSG00000109846,39.81981310814,-0.824549926637533,0.267429436864326,-3.08324295300314,0.00204757915296149,0.0222242986728167,1.65317193507458,TRUE
ENSMUSG00000109901,512.276319686762,0.374091846193607,0.107164651192079,3.49081382743546,0.000481551686397783,0.0074819632026769,2.1259844320525,TRUE
ENSMUSG00000109909,141.41825686011,-0.952003995612569,0.240264668509113,-3.9623137331008,7.42269125358416e-05,0.00174494807064412,2.75821749304193,TRUE
ENSMUSG00000110016,10.9569368579243,-2.50411554967287,0.685316605750448,-3.65395428720243,0.000258232263030922,0.00470917861286445,2.32705483703438,TRUE
ENSMUSG00000110080,404.689153601019,-0.371267919775711,0.103553772341911,-3.58526697173202,0.00033673355993845,0.00572504761160136,2.24222089722043,TRUE
ENSMUSG00000110127,4.18967124927834,-5.40789024417456,1.28313029037958,-4.21460726531112,2.50213212059419e-05,0.000706184970195012,3.15108152980723,TRUE
ENSMUSG00000110141,5.31523189228864,-3.152780785083,1.09601618086834,-2.87658233529469,0.00402007303149068,0.035923357550239,1.44462307909281,TRUE
ENSMUSG00000110159,19.5614904485241,-1.66459530061694,0.475951148507146,-3.49740788700281,0.000469802922081322,0.00735123010805639,2.13363998276053,TRUE
