"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000051984",4.14457568133732,-0.0882083305611035,0.827411656640797,-0.106607551214857,0.915100327726186,0.963830619448347
"ENSMUSG00000051985",79.2091556835919,-0.718866033321891,0.44578163483355,-1.61259678988415,0.106832136362888,0.308494205544082
"ENSMUSG00000051989",123.578076394161,0.0241411850802225,0.192493169146043,0.12541320394547,0.900196435408957,0.957632163152062
"ENSMUSG00000052013",8.13455699733996,-1.30537668970948,0.658900552342758,-1.98114371746713,0.0475751588350207,0.187289429850326
"ENSMUSG00000052014",7.54304895173479,0.411052660862905,0.832956676859348,0.493486242781286,0.621669058077215,0.814160777644225
"ENSMUSG00000052026",1116.15213133134,-0.335390769564674,0.187151233816348,-1.79208420230771,0.0731194790472023,0.243986435583885
"ENSMUSG00000052031",534.148344916818,-0.0416815567931696,0.11126024274374,-0.37463118689371,0.707934775681559,0.86517609388961
"ENSMUSG00000052033",232.647343750719,0.0809863150284324,0.158994289537969,0.509366187073606,0.610495572580967,0.807199963719777
"ENSMUSG00000052040",3947.01140646192,0.200012838731198,0.0813372136203804,2.45905692890716,0.0139302526439544,0.0844535367591445
"ENSMUSG00000052056",120.136113365378,0.0826600900580307,0.202462199729153,0.40827418732292,0.683072387804684,0.851255527066939
"ENSMUSG00000052062",90.661890697833,0.1401599262302,0.203772899384548,0.687824174134653,0.491563510972234,0.729215399320547
"ENSMUSG00000052085",203.741959143324,0.50682854752723,0.178498396592213,2.83940112182129,0.00451983004998292,0.0388659074440314
"ENSMUSG00000052087",2035.08533074603,0.125706823751028,0.143168639823115,0.878033233439522,0.379925683820453,0.633411505067982
"ENSMUSG00000052102",439.066215317415,0.0493124587676626,0.106271477855077,0.464023459191096,0.642630938259931,0.827033838269964
"ENSMUSG00000052105",958.232767256925,-0.316578099331956,0.161844428193983,-1.95606424555137,0.0504575863955346,0.194312037279256
"ENSMUSG00000052117",18.3264171490083,0.274605145731595,0.522454108256139,0.525606252093947,0.599161811861928,0.801865126845129
"ENSMUSG00000052125",666.070208117346,-0.446657347839753,0.179618737768161,-2.48669684126311,0.0128935219040192,0.0802599798819589
"ENSMUSG00000052133",311.856968346186,-0.256062702509322,0.15245660070598,-1.67957767209536,0.0930395149160891,0.284068145833456
"ENSMUSG00000052135",742.929329726632,-0.0554150227257477,0.162232370186547,-0.34157808741885,0.732668430070796,0.876780021140771
"ENSMUSG00000052137",368.009854443527,-0.263166026913978,0.133810505914388,-1.96670676278851,0.0492170267887403,0.190725591506913
"ENSMUSG00000052139",687.662403249101,0.44538781882011,0.155455292395183,2.86505407411855,0.00416938038526154,0.0367665227662107
"ENSMUSG00000052142",173.548431129062,-0.185118193710519,0.1658619900807,-1.11609774861889,0.264380295763001,0.517263529063575
"ENSMUSG00000052144",1818.60653354796,0.236427294607214,0.0804089108253312,2.94031211442218,0.00327881785417327,0.0312764543483903
"ENSMUSG00000052146",2938.23290355337,0.354309150170722,0.163334692967916,2.1692216376855,0.0300658611631693,0.139781625364442
"ENSMUSG00000052151",83.6010795454799,0.449760317598012,0.211944754730376,2.12206392260177,0.0338323704918476,0.151288722769608
"ENSMUSG00000052154",12.9809070322317,-0.980022343580724,0.567907142182294,-1.7256735666588,0.0844061560998126,0.267586407025208
"ENSMUSG00000052155",1025.06480408793,-0.0814247896870526,0.118983069598833,-0.68433929265388,0.493760940635223,0.730831244947377
"ENSMUSG00000052160",283.729698796225,0.361749579960852,0.16990977077249,2.12906873051602,0.033248574394956,0.149452869182221
"ENSMUSG00000052188",46.9952118668222,-0.613634849960398,0.263862849729608,-2.32558259182456,0.0200408291504671,0.107576528286268
"ENSMUSG00000052214",1023.21239411124,0.063112563686073,0.106280560968133,0.593829794566068,0.552625959051551,0.771079183108528
"ENSMUSG00000052221",39.6540518227135,0.135346569091797,0.319011316374951,0.424268864909849,0.671369743101356,0.844276699284996
"ENSMUSG00000052229",933.442596175494,0.214681360311634,0.14011462468084,1.53218381593389,0.125477081101752,0.338950410638511
"ENSMUSG00000052234",5.3721342133395,-0.285930838623172,0.904243690201483,-0.316209935133151,0.751843167212468,0.885405999564493
"ENSMUSG00000052248",68.4819098200901,0.162437887400638,0.282917325763714,0.574153198154792,0.565864136860312,0.780107722307215
"ENSMUSG00000052253",948.919777978457,0.107927333534072,0.144931794553929,0.744676720979343,0.456467175308363,0.700078058396172
"ENSMUSG00000052273",21.9877982507399,0.535237518789875,1.14870357744246,0.465949205086973,0.641251859442365,0.826272977264084
"ENSMUSG00000052281",2.66164176109644,-2.04069963334542,1.4699884781349,-1.38824192413714,0.165063390046247,NA
"ENSMUSG00000052291",107.10358703053,-0.522370757583748,0.207984864895087,-2.51158062798101,0.012019182612485,0.0770011631302276
"ENSMUSG00000052293",167.661056498436,0.213346808425454,0.350836107303192,0.60810961011228,0.543114778869621,0.764343166685645
"ENSMUSG00000052296",2966.82831452759,-0.0409815295868759,0.0740958954503579,-0.553087716098017,0.5802033476893,0.789941303884128
"ENSMUSG00000052298",3840.47511813084,0.316195084533289,0.118663691195335,2.66463213261075,0.00770725816547898,0.0563655397203348
"ENSMUSG00000052299",1199.85985055021,-0.117348408849263,0.101033918522858,-1.16147537940652,0.245448629981676,0.496629233883993
"ENSMUSG00000052301",297.586674003976,-0.227350087607165,0.227469607648798,-0.999474566985594,0.317564853480517,0.574000570092643
"ENSMUSG00000052302",1231.94875014062,-0.262260974340036,0.157684567176793,-1.66320001402544,0.09627240484708,0.290206743325876
"ENSMUSG00000052305",1601.82919051064,0.854995339032854,0.174120482460728,4.91036624152299,9.09064474139312e-07,4.03244551639232e-05
"ENSMUSG00000052310",792.687253537902,0.389160026946855,0.0990167175109179,3.93024568708758,8.48591064169822e-05,0.00193305342183622
"ENSMUSG00000052316",1.31964209948661,-1.33968623060267,1.51175900939764,-0.886177110422163,0.37552209600431,NA
"ENSMUSG00000052331",248.325488947727,0.0934651387974275,0.22355645956894,0.418082926244433,0.675886487765938,0.84666101419054
