,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,negLogP,signif
ENSMUSG00000056666,303.706941285312,0.381782488784104,0.0965999838689408,3.95220033682486,7.74358686616975e-05,0.0231006024362906,1.6363766940756,TRUE
ENSMUSG00000056755,876.660494647761,-0.289000620924561,0.0787546805827707,-3.66963104651061,0.000242900793677819,0.0404480169688993,1.39310276553689,TRUE
ENSMUSG00000056999,1467.39001830271,0.861661392847754,0.12408964266312,6.94386231078934,3.81522373670623e-12,5.34932520123581e-08,7.27170099926162,TRUE
ENSMUSG00000059498,449.848221954241,0.508097742437087,0.0996784054355302,5.09737029015491,3.44404242442944e-07,0.000804815313882086,3.09430376853167,TRUE
ENSMUSG00000059555,93.9294013455542,0.619726409635351,0.170830221935028,3.62773286023741,0.000285920867369602,0.0417593383478041,1.37924639109234,TRUE
ENSMUSG00000060519,244.346513746963,0.437867471382959,0.119741651475941,3.65676826723019,0.000255415087403152,0.0411629303503402,1.38549371579292,TRUE
ENSMUSG00000061838,370.832177183152,0.34418198822995,0.0942094280274228,3.65337095698919,0.000258819889948662,0.0412376554201158,1.38470603463614,TRUE
ENSMUSG00000064246,207.838253018225,0.478877892336144,0.122994036486642,3.8935049699597,9.88061771902974e-05,0.0252535435364189,1.59767767376958,TRUE
ENSMUSG00000068129,667.527800726327,0.742501038600312,0.158399754102543,4.68751383363664,2.76544013375044e-06,0.00298263354733192,2.52540010169924,TRUE
ENSMUSG00000068220,260.418419956037,0.541466521710971,0.149815182455219,3.61422996546307,0.000301241597610822,0.0422370844010134,1.37430606851056,TRUE
ENSMUSG00000069516,744.191691085853,0.595318572866489,0.136055320497194,4.37556260711443,1.21119670860424e-05,0.00812348791421285,2.09025746131858,TRUE
ENSMUSG00000069919,666.727097185528,0.623905147508314,0.158131974907241,3.94547116656382,7.9643215810665e-05,0.0232641151850278,1.63331346054173,TRUE
ENSMUSG00000072676,711.789632131241,0.505266053319805,0.130586913261623,3.86919363280711,0.000109195897179156,0.0252535435364189,1.59767767376958,TRUE
ENSMUSG00000085084,129.750469033715,-0.605174465790843,0.170577029684569,-3.54780750321383,0.00038845201096332,0.0499677582175845,1.30131013455926,TRUE
ENSMUSG00000091754,90.3439066496426,-0.483275697192856,0.133132886550846,-3.6300249300783,0.000283393847118691,0.0417593383478041,1.37924639109234,TRUE
ENSMUSG00000094724,607.839667802361,0.436544474793813,0.109032107741129,4.00381579186092,6.23289044546813e-05,0.0204972040414761,1.68830537563557,TRUE
ENSMUSG00000102729,87.0374808414526,-1.03398238632331,0.280350434120933,-3.68817829573002,0.000225865363997509,0.0381549188989046,1.41844946523352,TRUE
ENSMUSG00000105449,77.7372080917308,-0.716935523444586,0.188528055205553,-3.80280549047677,0.000143066682221412,0.0299663078121438,1.52336676374747,TRUE
ENSMUSG00000105987,177.040525391599,0.468783764060418,0.114101575560914,4.10847757146136,3.98275874030172e-05,0.0174507063430533,1.75818698963993,TRUE
ENSMUSG00000113882,119.95087922213,-0.944255605682029,0.253575505993615,-3.72376504576828,0.000196273599095167,0.0343994016614168,1.4634491114228,TRUE
